time,open,high,low,close,volume
2020-01-01T00:00:00Z,3231.00,3232.86,3230.03,3232.36,60372078
2020-01-01T01:00:00Z,3232.36,3232.75,3223.43,3224.32,85570201
2020-01-01T02:00:00Z,3224.32,3226.49,3221.12,3221.23,62064956
2020-01-01T03:00:00Z,3221.23,3225.78,3219.78,3222.82,54275577
2020-01-01T04:00:00Z,3222.82,3224.20,3220.15,3222.37,68275193
2020-01-01T05:00:00Z,3222.37,3225.08,3216.67,3217.01,72013204
2020-01-01T06:00:00Z,3217.01,3217.25,3212.46,3212.74,72400000
2020-01-01T07:00:00Z,3212.74,3224.44,3210.22,3221.97,83796702
2020-01-01T08:00:00Z,3221.97,3223.52,3219.96,3221.76,68833141
2020-01-01T09:00:00Z,3221.76,3222.07,3217.44,3218.73,61717093
2020-01-01T10:00:00Z,3218.73,3221.45,3216.16,3220.94,68897176
2020-01-01T11:00:00Z,3220.94,3221.83,3219.68,3221.39,52647545
2020-01-01T12:00:00Z,3221.39,3225.16,3219.99,3223.46,71445860
2020-01-01T13:00:00Z,3223.46,3225.42,3218.21,3220.13,72508013
2020-01-01T14:00:00Z,3220.13,3220.84,3218.36,3219.99,69171117
2020-01-01T15:00:00Z,3219.99,3223.51,3219.13,3221.10,67507519
2020-01-01T16:00:00Z,3221.10,3222.42,3216.80,3219.46,61209398
2020-01-01T17:00:00Z,3219.46,3221.87,3217.87,3221.38,55175067
2020-01-01T18:00:00Z,3221.38,3223.08,3218.35,3219.66,68689923
2020-01-01T19:00:00Z,3219.66,3222.68,3219.20,3221.77,61060529
2020-01-01T20:00:00Z,3221.77,3222.35,3215.51,3216.97,70053272
2020-01-01T21:00:00Z,3216.97,3219.59,3212.43,3213.11,68183940
2020-01-01T22:00:00Z,3213.11,3213.54,3209.84,3212.16,70520556
2020-01-01T23:00:00Z,3212.16,3213.97,3208.89,3211.23,65460678
2020-01-02T00:00:00Z,3211.23,3211.54,3208.52,3209.10,55601614
2020-01-02T01:00:00Z,3209.10,3211.35,3205.74,3207.55,55158557
2020-01-02T02:00:00Z,3207.55,3212.19,3207.49,3209.68,68688394
2020-01-02T03:00:00Z,3209.68,3210.84,3202.02,3202.78,77514783
2020-01-02T04:00:00Z,3202.78,3205.92,3201.18,3203.95,56185567
2020-01-02T05:00:00Z,3203.95,3205.83,3201.61,3203.25,70160886
2020-01-02T06:00:00Z,3203.25,3206.28,3200.70,3204.04,54851782
2020-01-02T07:00:00Z,3204.04,3204.13,3200.74,3201.35,58092032
2020-01-02T08:00:00Z,3201.35,3202.40,3199.57,3200.46,69640909
2020-01-02T09:00:00Z,3200.46,3202.73,3197.99,3202.42,70407702
2020-01-02T10:00:00Z,3202.42,3203.63,3199.12,3201.35,61297421
2020-01-02T11:00:00Z,3201.35,3202.94,3198.78,3200.21,61660712
2020-01-02T12:00:00Z,3200.21,3201.91,3194.55,3195.58,79149840
2020-01-02T13:00:00Z,3195.58,3198.11,3188.54,3190.96,67365330
2020-01-02T14:00:00Z,3190.96,3191.39,3188.71,3190.92,59231348
2020-01-02T15:00:00Z,3190.92,3196.96,3190.83,3196.26,80739935
2020-01-02T16:00:00Z,3196.26,3202.97,3194.74,3202.20,70651326
2020-01-02T17:00:00Z,3202.20,3204.17,3201.94,3203.60,59713669
2020-01-02T18:00:00Z,3203.60,3208.18,3202.68,3206.16,62492741
2020-01-02T19:00:00Z,3206.16,3208.42,3204.44,3207.22,65091971
2020-01-02T20:00:00Z,3207.22,3207.67,3204.19,3205.63,65934540
2020-01-02T21:00:00Z,3205.63,3207.67,3201.94,3202.73,69250845
2020-01-02T22:00:00Z,3202.73,3205.60,3202.38,3203.51,54771913
2020-01-02T23:00:00Z,3203.51,3204.51,3199.48,3201.88,66320023
