time,open,high,low,close,volume
2020-01-01T00:00:00Z,3231.00,3232.86,3208.89,3211.23,1611848738
2020-01-02T00:00:00Z,3211.23,3212.19,3188.54,3201.88,1559973840
2020-01-03T00:00:00Z,3201.88,3207.95,3196.71,3204.41,1492307721
2020-01-04T00:00:00Z,3204.41,3233.91,3201.98,3228.52,1560905455
2020-01-05T00:00:00Z,3228.52,3235.80,3222.54,3235.21,1529788207
2020-01-06T00:00:00Z,3235.21,3260.76,3234.87,3259.72,1582632545
2020-01-07T00:00:00Z,3259.72,3272.10,3253.51,3268.13,1532130825
2020-01-08T00:00:00Z,3268.13,3283.78,3265.70,3281.78,1537367411
2020-01-09T00:00:00Z,3281.78,3294.19,3266.92,3267.11,1542550980
2020-01-10T00:00:00Z,3267.11,3286.42,3265.53,3267.21,1623530016
2020-01-11T00:00:00Z,3267.21,3276.65,3257.45,3264.95,1587578892
2020-01-12T00:00:00Z,3264.95,3267.92,3253.78,3259.02,1535576931
2020-01-13T00:00:00Z,3259.02,3261.83,3247.78,3259.91,1609324901
2020-01-14T00:00:00Z,3259.91,3289.20,3258.19,3283.09,1517790806
2020-01-15T00:00:00Z,3283.09,3313.43,3281.52,3310.12,1526111471
2020-01-16T00:00:00Z,3310.12,3320.94,3298.33,3311.37,1579336249
2020-01-17T00:00:00Z,3311.37,3318.79,3302.38,3306.56,1523858574
2020-01-18T00:00:00Z,3306.56,3314.48,3302.03,3309.00,1577196765
2020-01-19T00:00:00Z,3309.00,3337.30,3305.05,3323.09,1531680488
2020-01-20T00:00:00Z,3323.09,3324.10,3302.02,3307.83,1608837890
2020-01-21T00:00:00Z,3307.83,3316.50,3293.62,3300.24,1600357778
2020-01-22T00:00:00Z,3300.24,3312.66,3292.16,3309.27,1564008735
2020-01-23T00:00:00Z,3309.27,3315.16,3282.71,3283.88,1547028036
2020-01-24T00:00:00Z,3283.88,3320.00,3281.31,3318.43,1653198717
2020-01-25T00:00:00Z,3318.43,3321.59,3306.64,3309.17,1644298988
2020-01-26T00:00:00Z,3309.17,3318.91,3302.37,3310.90,1594342160
2020-01-27T00:00:00Z,3310.90,3336.33,3308.57,3322.73,1574160388
2020-01-28T00:00:00Z,3322.73,3341.65,3308.77,3338.33,1569996319
2020-01-29T00:00:00Z,3338.33,3364.36,3336.78,3354.90,1575653809
2020-01-30T00:00:00Z,3354.90,3369.89,3351.75,3367.26,1524644177
2020-01-31T00:00:00Z,3367.26,3367.64,3345.55,3352.53,1505901204
2020-02-01T00:00:00Z,3352.53,3356.16,3337.68,3349.43,1578738528
2020-02-02T00:00:00Z,3349.43,3349.95,3324.52,3328.01,1540797543
2020-02-03T00:00:00Z,3328.01,3343.19,3323.99,3337.65,1573674819
2020-02-04T00:00:00Z,3337.65,3360.49,3329.95,3357.92,1551091020
2020-02-05T00:00:00Z,3357.92,3365.38,3331.40,3332.86,1549575300
2020-02-06T00:00:00Z,3332.86,3354.73,3324.21,3348.24,1565696471
2020-02-07T00:00:00Z,3348.24,3350.66,3333.45,3334.22,1593757948
2020-02-08T00:00:00Z,3334.22,3342.10,3328.51,3338.27,1501452289
2020-02-09T00:00:00Z,3338.27,3343.01,3316.69,3318.71,1551653006
2020-02-10T00:00:00Z,3318.71,3321.02,3297.87,3313.74,1604763799
2020-02-11T00:00:00Z,3313.74,3331.86,3312.78,3327.01,1591475947
2020-02-12T00:00:00Z,3327.01,3344.83,3324.38,3337.77,1549073951
2020-02-13T00:00:00Z,3337.77,3359.37,3335.82,3354.53,1582850128
2020-02-14T00:00:00Z,3354.53,3383.43,3349.42,3376.96,1569681475
2020-02-15T00:00:00Z,3376.96,3383.16,3358.67,3369.01,1534220286
2020-02-16T00:00:00Z,3369.01,3392.62,3366.55,3374.21,1541182647
2020-02-17T00:00:00Z,3374.21,3394.74,3371.60,3387.70,1591847744
2020-02-18T00:00:00Z,3387.70,3400.63,3375.62,3398.88,1552952489
2020-02-19T00:00:00Z,3398.88,3445.02,3382.40,3417.17,1957587544
2020-02-20T00:00:00Z,3417.17,3418.45,3226.24,3299.65,2476531749
2020-02-21T00:00:00Z,3299.65,3339.46,3236.71,3277.96,2262612313
2020-02-22T00:00:00Z,3277.96,3326.50,3204.79,3271.17,2363279044
2020-02-23T00:00:00Z,3271.17,3289.58,3168.19,3212.41,2018982152
2020-02-24T00:00:00Z,3212.41,3273.93,3159.55,3187.89,2369205751
2020-02-25T00:00:00Z,3187.89,3317.86,3178.04,3222.56,2369203386
2020-02-26T00:00:00Z,3222.56,3265.74,3162.79,3230.22,2184687713
2020-02-27T00:00:00Z,3230.22,3235.05,2916.20,2926.56,2495167952
2020-02-28T00:00:00Z,2926.56,3044.42,2918.34,2991.15,2329615298
2020-02-29T00:00:00Z,2991.15,3038.19,2899.77,2908.45,2348119502
2020-03-01T00:00:00Z,2908.45,3020.87,2897.92,3015.35,2299958854
2020-03-02T00:00:00Z,3015.35,3015.88,2868.29,2890.66,2187315809
2020-03-03T00:00:00Z,2890.66,2971.28,2872.09,2950.09,2348349533
2020-03-04T00:00:00Z,2950.09,2962.29,2781.26,2783.29,2387479958
2020-03-05T00:00:00Z,2783.29,2807.93,2671.93,2708.58,2418021475
2020-03-06T00:00:00Z,2708.58,2752.07,2656.40,2670.63,2229601014
2020-03-07T00:00:00Z,2670.63,2734.70,2639.22,2646.05,2459364970
2020-03-08T00:00:00Z,2646.05,2710.39,2635.32,2709.83,2422771822
2020-03-09T00:00:00Z,2709.83,2767.39,2528.29,2541.57,2536206892
2020-03-10T00:00:00Z,2541.57,2582.55,2478.38,2579.62,2553248015
2020-03-11T00:00:00Z,2579.62,2665.02,2572.48,2613.04,2164553327
2020-03-12T00:00:00Z,2613.04,2619.28,2532.63,2568.11,2131727773
2020-03-13T00:00:00Z,2568.11,2643.22,2562.35,2573.37,2273121232
2020-03-14T00:00:00Z,2573.37,2622.05,2552.05,2619.93,2159782010
2020-03-15T00:00:00Z,2619.93,2646.03,2522.38,2527.89,2158675544
2020-03-16T00:00:00Z,2527.89,2547.14,2414.27,2419.98,2149208724
2020-03-17T00:00:00Z,2419.98,2428.21,2295.22,2297.58,2447463041
2020-03-18T00:00:00Z,2297.58,2359.12,2265.37,2300.32,2312196860
2020-03-19T00:00:00Z,2300.32,2388.60,2280.85,2347.06,2263145748
2020-03-20T00:00:00Z,2347.06,2474.57,2341.38,2433.01,2243387060
2020-03-21T00:00:00Z,2433.01,2437.45,2381.44,2411.94,2038106687
2020-03-22T00:00:00Z,2411.94,2457.93,2355.66,2358.40,2323702572
2020-03-23T00:00:00Z,2358.40,2386.72,2339.27,2378.98,1988201746
2020-03-24T00:00:00Z,2378.98,2450.35,2372.85,2421.35,1927013913
2020-03-25T00:00:00Z,2421.35,2424.79,2398.93,2417.92,1705911239
2020-03-26T00:00:00Z,2417.92,2456.69,2414.69,2454.05,1775096302
2020-03-27T00:00:00Z,2454.05,2458.79,2438.42,2446.51,1658593918
2020-03-28T00:00:00Z,2446.51,2449.35,2425.69,2436.50,1742887087
2020-03-29T00:00:00Z,2436.50,2468.12,2415.56,2461.37,1818944211
