time,open,high,low,close,volume
2022-01-01T00:00:00Z,4766.00,4773.62,4755.20,4765.02,61675172
2022-01-01T01:00:00Z,4765.02,4783.77,4758.37,4776.70,75980175
2022-01-01T02:00:00Z,4776.70,4802.75,4775.30,4793.81,82577452
2022-01-01T03:00:00Z,4793.81,4805.93,4790.63,4802.78,68265816
2022-01-01T04:00:00Z,4802.78,4808.07,4796.74,4800.62,73385021
2022-01-01T05:00:00Z,4800.62,4802.27,4799.92,4800.92,68815227
2022-01-01T06:00:00Z,4800.92,4801.43,4769.99,4777.00,109640218
2022-01-01T07:00:00Z,4777.00,4782.90,4767.41,4773.18,62293127
2022-01-01T08:00:00Z,4773.18,4775.52,4758.15,4760.50,75288878
2022-01-01T09:00:00Z,4760.50,4761.59,4752.68,4760.10,64503087
2022-01-01T10:00:00Z,4760.10,4773.26,4759.08,4772.75,89472437
2022-01-01T11:00:00Z,4772.75,4779.21,4768.72,4776.01,67286503
2022-01-01T12:00:00Z,4776.01,4791.04,4775.11,4785.14,67834434
2022-01-01T13:00:00Z,4785.14,4787.99,4778.47,4780.47,76402567
2022-01-01T14:00:00Z,4780.47,4799.75,4773.65,4799.67,92664274
2022-01-01T15:00:00Z,4799.67,4815.14,4798.84,4815.10,91603471
2022-01-01T16:00:00Z,4815.10,4841.13,4813.85,4837.05,94625179
2022-01-01T17:00:00Z,4837.05,4838.83,4811.41,4818.62,93376829
2022-01-01T18:00:00Z,4818.62,4824.72,4803.42,4809.71,83965340
2022-01-01T19:00:00Z,4809.71,4821.19,4806.62,4814.83,73953072
2022-01-01T20:00:00Z,4814.83,4821.92,4800.98,4806.85,75880571
2022-01-01T21:00:00Z,4806.85,4812.43,4794.65,4796.85,72564682
2022-01-01T22:00:00Z,4796.85,4800.42,4789.16,4792.52,64408082
2022-01-01T23:00:00Z,4792.52,4797.35,4790.08,4793.64,64832940
2022-01-02T00:00:00Z,4793.64,4808.92,4792.56,4803.96,82983567
2022-01-02T01:00:00Z,4803.96,4823.74,4797.30,4820.01,77129028
2022-01-02T02:00:00Z,4820.01,4820.23,4785.39,4785.44,113800381
2022-01-02T03:00:00Z,4785.44,4791.75,4784.16,4788.79,67298740
2022-01-02T04:00:00Z,4788.79,4794.57,4780.85,4788.26,64668965
2022-01-02T05:00:00Z,4788.26,4802.35,4781.67,4797.20,75555685
