time,open,high,low,close,volume
2022-01-01T00:00:00Z,123.90,124.33,123.47,123.90,48414709
2022-01-01T01:00:00Z,123.90,126.41,123.21,125.73,52997025
2022-01-01T02:00:00Z,125.73,127.48,124.98,126.73,57414829
2022-01-01T03:00:00Z,126.73,127.48,126.15,126.90,61548533
2022-01-01T04:00:00Z,126.90,127.48,126.05,126.63,65285658
2022-01-01T05:00:00Z,126.63,127.38,125.72,126.47,68524041
2022-01-01T06:00:00Z,126.47,127.45,125.78,126.76,71174746
2022-01-01T07:00:00Z,126.76,127.92,126.31,127.47,73164603
2022-01-01T08:00:00Z,127.47,128.87,126.77,128.17,74438298
2022-01-01T09:00:00Z,128.17,129.10,127.41,128.34,74959953
2022-01-01T10:00:00Z,128.34,128.91,127.09,127.67,74714158
2022-01-01T11:00:00Z,127.67,128.26,125.72,126.31,73706413
2022-01-01T12:00:00Z,126.31,127.05,124.03,124.77,71962976
2022-01-01T13:00:00Z,124.77,125.44,123.03,123.70,69530127
2022-01-01T14:00:00Z,123.70,124.14,123.07,123.51,66472851
2022-01-01T15:00:00Z,123.51,124.85,122.83,124.16,62872993
2022-01-01T16:00:00Z,124.16,125.96,123.42,125.22,58826936
2022-01-01T17:00:00Z,125.22,126.66,124.65,126.09,54442860
2022-01-01T18:00:00Z,126.09,126.98,125.50,126.39,49837674
2022-01-01T19:00:00Z,126.39,127.14,125.39,126.15,49373991
2022-01-01T20:00:00Z,126.15,126.82,125.09,125.77,53054083
2022-01-01T21:00:00Z,125.77,126.26,125.32,125.81,56519866
2022-01-01T22:00:00Z,125.81,127.28,125.11,126.58,59658931
2022-01-01T23:00:00Z,126.58,128.76,125.83,128.01,62367540
2022-01-02T00:00:00Z,128.01,130.18,127.43,129.60,64553674
2022-01-02T01:00:00Z,129.60,131.39,128.99,130.78,66139756
2022-01-02T02:00:00Z,130.78,131.94,129.99,131.16,67064948
2022-01-02T03:00:00Z,131.16,131.86,130.11,130.81,67286978
2022-01-02T04:00:00Z,130.81,131.29,129.71,130.19,66783436
2022-01-02T05:00:00Z,130.19,130.91,129.15,129.87,65552492
2022-01-02T06:00:00Z,129.87,131.00,129.11,130.23,63613032
2022-01-02T07:00:00Z,130.23,131.78,129.65,131.20,61572263
2022-01-02T08:00:00Z,131.20,132.94,130.57,132.31,59749293
2022-01-02T09:00:00Z,132.31,133.78,131.52,132.98,57381624
2022-01-02T10:00:00Z,132.98,133.69,132.13,132.84,54553926
