time,open,high,low,close,volume
2021-01-04T00:00:00Z,150.38,150.91,149.86,150.38,48414709
2021-01-04T01:00:00Z,150.38,152.94,149.55,152.11,52997025
2021-01-04T02:00:00Z,152.11,153.92,151.20,153.02,57414829
2021-01-04T03:00:00Z,153.02,153.79,152.32,153.09,61548533
2021-01-04T04:00:00Z,153.09,153.79,152.02,152.73,65285658
2021-01-04T05:00:00Z,152.73,153.63,151.57,152.48,68524041
2021-01-04T06:00:00Z,152.48,153.53,151.65,152.70,71174746
2021-01-04T07:00:00Z,152.70,153.88,152.16,153.34,73164603
2021-01-04T08:00:00Z,153.34,154.82,152.50,153.98,74438298
2021-01-04T09:00:00Z,153.98,155.01,153.07,154.09,74959953
2021-01-04T10:00:00Z,154.09,154.79,152.69,153.38,74714158
2021-01-04T11:00:00Z,153.38,154.09,151.27,151.98,73706413
2021-01-04T12:00:00Z,151.98,152.87,149.50,150.40,71962976
2021-01-04T13:00:00Z,150.40,151.20,148.47,149.28,69530127
2021-01-04T14:00:00Z,149.28,149.81,148.50,149.04,66472851
2021-01-04T15:00:00Z,149.04,150.45,148.21,149.63,62872993
2021-01-04T16:00:00Z,149.63,151.50,148.73,150.60,58826936
2021-01-04T17:00:00Z,150.60,152.06,149.92,151.38,54442860
2021-01-04T18:00:00Z,151.38,152.29,150.67,151.58,49837674
2021-01-04T19:00:00Z,151.58,152.48,150.31,151.21,49373991
2021-01-04T20:00:00Z,151.21,152.02,149.88,150.69,53054083
2021-01-04T21:00:00Z,150.69,151.24,150.03,150.58,56519866
2021-01-04T22:00:00Z,150.58,152.03,149.74,151.19,59658931
2021-01-04T23:00:00Z,151.19,153.34,150.29,152.45,62367540
2021-01-05T00:00:00Z,152.45,154.55,151.76,153.86,64553674
2021-01-05T01:00:00Z,153.86,155.59,153.13,154.86,66139756
2021-01-05T02:00:00Z,154.86,156.00,153.94,155.07,67064948
2021-01-05T03:00:00Z,155.07,155.90,153.73,154.56,67286978
2021-01-05T04:00:00Z,154.56,155.12,153.22,153.78,66783436
2021-01-05T05:00:00Z,153.78,154.64,152.47,153.33,65552492
2021-01-05T06:00:00Z,153.33,154.46,152.42,153.56,63613032
2021-01-05T07:00:00Z,153.56,155.10,152.88,154.41,61572263
2021-01-05T08:00:00Z,154.41,156.17,153.67,155.43,59749293
2021-01-05T09:00:00Z,155.43,156.95,154.50,156.02,57381624
2021-01-05T10:00:00Z,156.02,156.85,154.98,155.81,54553926
2021-01-05T11:00:00Z,155.81,156.38,154.27,154.84,51363909
2021-01-05T12:00:00Z,154.84,155.70,152.72,153.58,47919430
2021-01-05T13:00:00Z,153.58,154.48,151.70,152.60,44335308
2021-01-05T14:00:00Z,152.60,153.26,151.62,152.28,49179994
2021-01-05T15:00:00Z,152.28,153.32,151.55,152.59,53878864
2021-01-05T16:00:00Z,152.59,154.03,151.68,153.11,58310952
2021-01-05T17:00:00Z,153.11,154.12,152.30,153.30,62362319
2021-01-05T18:00:00Z,153.30,153.88,152.27,152.85,65929263
2021-01-05T19:00:00Z,152.85,153.70,150.99,151.84,68921238
2021-01-05T20:00:00Z,151.84,152.73,149.90,150.78,71263403
2021-01-05T21:00:00Z,150.78,151.43,149.62,150.27,72898717
2021-01-05T22:00:00Z,150.27,151.40,149.54,150.67,73789534
2021-01-05T23:00:00Z,150.67,152.82,149.76,151.91,73918632
2021-01-06T00:00:00Z,151.91,154.32,151.10,153.51,73289676
2021-01-06T01:00:00Z,153.51,155.42,152.92,154.83,71927071
2021-01-06T02:00:00Z,154.83,156.32,153.95,155.45,69875229
2021-01-06T03:00:00Z,155.45,156.36,154.45,155.36,67197269
2021-01-06T04:00:00Z,155.36,156.02,154.28,154.94,63973180
2021-01-06T05:00:00Z,154.94,155.70,153.97,154.72,60297502
2021-01-06T06:00:00Z,154.72,155.94,153.79,155.01,56276603
2021-01-06T07:00:00Z,155.01,156.54,154.20,155.72,52025613
2021-01-06T08:00:00Z,155.72,157.00,155.12,156.40,51905409
2021-01-06T09:00:00Z,156.40,157.37,155.51,156.48,55916580
2021-01-06T10:00:00Z,156.48,157.39,154.74,155.65,59699423
2021-01-06T11:00:00Z,155.65,156.30,153.37,154.02,63139974
2021-01-06T12:00:00Z,154.02,154.77,151.39,152.14,66133018
2021-01-06T13:00:00Z,152.14,153.04,149.75,150.65,68585145
2021-01-06T14:00:00Z,150.65,151.43,149.23,150.01,70417473
2021-01-06T15:00:00Z,150.01,150.78,149.42,150.20,71567958
2021-01-06T16:00:00Z,150.20,151.69,149.35,150.84,71993227
2021-01-06T17:00:00Z,150.84,152.24,149.96,151.36,71669872
2021-01-06T18:00:00Z,151.36,152.05,150.72,151.41,70595182
2021-01-06T19:00:00Z,151.41,152.15,150.28,151.03,68787275
2021-01-06T20:00:00Z,151.03,151.93,149.72,150.63,66284647
2021-01-06T21:00:00Z,150.63,151.51,149.85,150.73,63145122
2021-01-06T22:00:00Z,150.73,152.25,150.14,151.65,59444266
2021-01-06T23:00:00Z,151.65,154.13,150.78,153.26,55273279
2021-01-07T00:00:00Z,153.26,155.94,152.36,155.04,50736449
2021-01-07T01:00:00Z,155.04,157.01,154.38,156.36,45948229
2021-01-07T02:00:00Z,156.36,157.60,155.58,156.82,41030022
2021-01-07T03:00:00Z,156.82,157.76,155.53,156.47,44556812
2021-01-07T04:00:00Z,156.47,157.27,154.96,155.76,48696558
2021-01-07T05:00:00Z,155.76,156.37,154.67,155.28,53258490
2021-01-07T06:00:00Z,155.28,156.31,154.39,155.42,57464448
2021-01-07T07:00:00Z,155.42,157.06,154.52,156.16,61209971
2021-01-07T08:00:00Z,156.16,157.71,155.51,157.06,64403642
2021-01-07T09:00:00Z,157.06,158.36,156.27,157.58,66969629
2021-01-07T10:00:00Z,157.58,158.52,156.43,157.37,68849797
2021-01-07T11:00:00Z,157.37,158.17,155.73,156.53,70005298
2021-01-07T12:00:00Z,156.53,157.15,154.88,155.50,70417617
2021-01-07T13:00:00Z,155.50,156.39,154.00,154.88,70089029
2021-01-07T14:00:00Z,154.88,155.93,153.99,155.03,69042468
2021-01-07T15:00:00Z,155.03,156.52,154.39,155.88,67320800
2021-01-07T16:00:00Z,155.88,157.77,155.09,156.98,64985526
2021-01-07T17:00:00Z,156.98,158.68,156.03,157.74,62114955
2021-01-07T18:00:00Z,157.74,158.60,156.94,157.80,58801897
2021-01-07T19:00:00Z,157.80,158.44,156.61,157.24,55150944
2021-01-07T20:00:00Z,157.24,158.14,155.62,156.52,51275412
2021-01-07T21:00:00Z,156.52,157.42,155.34,156.24,51534341
2021-01-07T22:00:00Z,156.24,157.41,155.61,156.78,55926463
2021-01-07T23:00:00Z,156.78,158.88,155.98,158.08,60090209
2021-01-08T00:00:00Z,158.08,160.64,157.12,159.68,63909748
2021-01-08T01:00:00Z,159.68,161.82,158.87,161.01,67278010
2021-01-08T02:00:00Z,161.01,162.32,160.35,161.66,70099747
2021-01-08T03:00:00Z,161.66,162.61,160.73,161.68,72294266
2021-01-08T04:00:00Z,161.68,162.61,160.54,161.46,73797750
2021-01-08T05:00:00Z,161.46,162.20,160.82,161.55,74565097
2021-01-08T06:00:00Z,161.55,163.08,160.72,162.25,74571222
2021-01-08T07:00:00Z,162.25,164.45,161.27,163.47,73811801
2021-01-08T08:00:00Z,163.47,165.53,162.64,164.71,72303409
2021-01-08T09:00:00Z,164.71,166.05,164.02,165.37,70083073
2021-01-08T10:00:00Z,165.37,166.33,164.15,165.10,67207236
2021-01-08T11:00:00Z,165.10,166.04,163.04,163.98,63750172
2021-01-08T12:00:00Z,163.98,164.62,161.85,162.50,59801885
2021-01-08T13:00:00Z,162.50,163.32,160.47,161.30,55465575
2021-01-08T14:00:00Z,161.30,162.26,159.86,160.82,50854712
2021-01-08T15:00:00Z,160.82,161.87,160.02,161.07,46089831
2021-01-08T16:00:00Z,161.07,162.34,160.40,161.67,49745163
2021-01-08T17:00:00Z,161.67,163.03,160.73,162.09,53251910
2021-01-08T18:00:00Z,162.09,163.02,161.10,162.02,56494948
2021-01-08T19:00:00Z,162.02,162.66,160.91,161.54,59366159
2021-01-08T20:00:00Z,161.54,162.37,160.27,161.10,61767621
2021-01-08T21:00:00Z,161.10,162.22,160.13,161.25,63614498
2021-01-08T22:00:00Z,161.25,163.11,160.45,162.31,64837558
2021-01-08T23:00:00Z,162.31,164.84,161.62,164.15,65385242
2021-01-09T00:00:00Z,164.15,167.20,163.18,166.23,65225228
2021-01-09T01:00:00Z,166.23,168.86,165.28,167.91,65249577
2021-01-09T02:00:00Z,167.91,169.39,167.25,168.73,65053840
2021-01-09T03:00:00Z,168.73,169.61,167.84,168.72,64164794
2021-01-09T04:00:00Z,168.72,169.73,167.26,168.27,62624530
2021-01-09T05:00:00Z,168.27,169.09,167.12,167.95,60493663
2021-01-09T06:00:00Z,167.95,168.84,167.23,168.12,57849500
2021-01-09T07:00:00Z,168.12,169.74,167.14,168.76,54783743
2021-01-09T08:00:00Z,168.76,170.40,167.80,169.44,51399771
2021-01-09T09:00:00Z,169.44,170.29,168.79,169.64,47809595
2021-01-09T10:00:00Z,169.64,170.52,168.17,169.05,48370854
2021-01-09T11:00:00Z,169.05,170.06,166.80,167.80,53080801
2021-01-09T12:00:00Z,167.80,168.61,165.58,166.39,57576309
2021-01-09T13:00:00Z,166.39,167.10,164.73,165.44,61739925
2021-01-09T14:00:00Z,165.44,166.40,164.36,165.33,65462891
2021-01-09T15:00:00Z,165.33,166.95,164.40,166.02,68648222
2021-01-09T16:00:00Z,166.02,167.68,165.38,167.04,71213445
2021-01-09T17:00:00Z,167.04,168.69,166.16,167.81,73092928
2021-01-09T18:00:00Z,167.81,168.93,166.80,167.92,74239724
2021-01-09T19:00:00Z,167.92,168.73,166.61,167.42,74626893
2021-01-09T20:00:00Z,167.42,168.14,166.01,166.73,74248243
2021-01-09T21:00:00Z,166.73,167.71,165.44,166.41,73118484
2021-01-09T22:00:00Z,166.41,167.74,165.48,166.80,71272789
2021-01-09T23:00:00Z,166.80,168.47,166.17,167.84,68765767
2021-01-10T00:00:00Z,167.84,169.95,166.94,169.05,65669882
2021-01-10T01:00:00Z,169.05,170.89,168.04,169.87,62073373
2021-01-10T02:00:00Z,169.87,170.75,169.06,169.93,58077715
2021-01-10T03:00:00Z,169.93,170.67,168.55,169.29,53794710
2021-01-10T04:00:00Z,169.29,170.28,167.41,168.40,49343285
2021-01-10T05:00:00Z,168.40,169.34,166.90,167.84,53296139
2021-01-10T06:00:00Z,167.84,168.58,167.22,167.96,57083016
2021-01-10T07:00:00Z,167.96,169.57,167.06,168.68,60587418
2021-01-10T08:00:00Z,168.68,170.53,167.66,169.52,63699948
